la_code,la_name,SN,SN_code,SN_name,SN_prox
E10000018,Leicestershire,7,E06000066,Somerset,Very close
E10000018,Leicestershire,8,E10000032,West Sussex,Very close
E10000018,Leicestershire,9,E06000011,East Riding of Yorkshire,Very close
E10000018,Leicestershire,10,E10000024,Nottinghamshire,Very close
E10000019,Lincolnshire,1,E10000017,Lancashire,Very close
E10000019,Lincolnshire,2,E08000036,Wakefield,Very close
E10000019,Lincolnshire,3,E06000019,"Herefordshire, County of",Very close
E10000019,Lincolnshire,4,E06000013,North Lincolnshire,Very close
E10000019,Lincolnshire,5,E10000020,Norfolk,Very close
E10000019,Lincolnshire,6,E10000029,Suffolk,Very close
E10000019,Lincolnshire,7,E08000027,Dudley,Very close
E10000019,Lincolnshire,8,E06000061,North Northamptonshire,Very close
E10000019,Lincolnshire,9,E10000007,Derbyshire,Very close
E10000019,Lincolnshire,10,E06000066,Somerset,Very close
E10000020,Norfolk,1,E10000029,Suffolk,Very close
E10000020,Norfolk,2,E06000052,Cornwall,Very close
E10000020,Norfolk,3,E10000008,Devon,Very close
E10000020,Norfolk,4,E10000007,Derbyshire,Very close
E10000020,Norfolk,5,E06000057,Northumberland,Very close
E10000020,Norfolk,6,E10000016,Kent,Very close
E10000020,Norfolk,7,E06000066,Somerset,Very close
E10000020,Norfolk,8,E10000019,Lincolnshire,Very close
E10000020,Norfolk,9,E10000024,Nottinghamshire,Very close
E10000020,Norfolk,10,E06000035,Medway,Very close
E10000024,Nottinghamshire,1,E10000007,Derbyshire,Extremely close
E10000024,Nottinghamshire,2,E10000029,Suffolk,Very close
E10000024,Nottinghamshire,3,E06000066,Somerset,Very close
E10000024,Nottinghamshire,4,E10000016,Kent,Very close
E10000024,Nottinghamshire,5,E10000020,Norfolk,Very close
E10000024,Nottinghamshire,6,E10000031,Warwickshire,Very close
E10000024,Nottinghamshire,7,E10000018,Leicestershire,Very close
E10000024,Nottinghamshire,8,E06000024,North Somerset,Very close
E10000024,Nottinghamshire,9,E10000028,Staffordshire,Very close
E10000024,Nottinghamshire,10,E10000017,Lancashire,Very close
E10000025,Oxfordshire,1,E10000003,Cambridgeshire,Extremely close
E10000025,Oxfordshire,2,E10000015,Hertfordshire,Very close
E10000025,Oxfordshire,3,E06000060,Buckinghamshire,Very close
E10000025,Oxfordshire,4,E10000031,Warwickshire,Very close
E10000025,Oxfordshire,5,E10000013,Gloucestershire,Very close
E10000025,Oxfordshire,6,E10000014,Hampshire,Very close
E10000025,Oxfordshire,7,E06000036,Bracknell Forest,Very close
E10000025,Oxfordshire,8,E10000032,West Sussex,Very close
E10000025,Oxfordshire,9,E06000037,West Berkshire,Very close
E10000025,Oxfordshire,10,E06000025,South Gloucestershire,Very close
E10000028,Staffordshire,1,E06000011,East Riding of Yorkshire,Very close
E10000028,Staffordshire,2,E06000019,"Herefordshire, County of",Very close
E10000028,Staffordshire,3,E06000051,Shropshire,Very close
E10000028,Staffordshire,4,E06000065,North Yorkshire,Very close
E10000028,Staffordshire,5,E06000066,Somerset,Very close
E10000028,Staffordshire,6,E10000007,Derbyshire,Very close
E10000028,Staffordshire,7,E06000007,Warrington,Very close
E10000028,Staffordshire,8,E10000024,Nottinghamshire,Very close
E10000028,Staffordshire,9,E06000064,Westmorland and Furness,Very close
E10000028,Staffordshire,10,E10000017,Lancashire,Very close
E10000029,Suffolk,1,E06000066,Somerset,Very close
E10000029,Suffolk,2,E10000020,Norfolk,Very close
E10000029,Suffolk,3,E10000007,Derbyshire,Very close
E10000029,Suffolk,4,E10000024,Nottinghamshire,Very close
E10000029,Suffolk,5,E10000008,Devon,Very close
E10000029,Suffolk,6,E10000012,Essex,Very close
E10000029,Suffolk,7,E10000016,Kent,Very close
E10000029,Suffolk,8,E06000059,Dorset,Very close
E10000029,Suffolk,9,E10000019,Lincolnshire,Very close
E10000029,Suffolk,10,E06000061,North Northamptonshire,Very close
E10000030,Surrey,1,E06000040,Windsor and Maidenhead,Very close
E10000030,Surrey,2,E06000060,Buckinghamshire,Very close
E10000030,Surrey,3,E08000009,Trafford,Very close
E10000030,Surrey,4,E10000015,Hertfordshire,Very close
E10000030,Surrey,5,E06000037,West Berkshire,Close 
E10000030,Surrey,6,E06000056,Central Bedfordshire,Close 
E10000030,Surrey,7,E06000041,Wokingham,Close 
E10000030,Surrey,8,E10000025,Oxfordshire,Close 
E10000030,Surrey,9,E06000036,Bracknell Forest,Close 
E10000030,Surrey,10,E10000003,Cambridgeshire,Close 
E10000031,Warwickshire,1,E10000013,Gloucestershire,Extremely close
E10000031,Warwickshire,2,E06000049,Cheshire East,Very close
E10000031,Warwickshire,3,E10000025,Oxfordshire,Very close
E10000031,Warwickshire,4,E06000024,North Somerset,Very close
E10000031,Warwickshire,5,E10000018,Leicestershire,Very close
E10000031,Warwickshire,6,E10000032,West Sussex,Very close
E10000031,Warwickshire,7,E10000014,Hampshire,Very close
E10000031,Warwickshire,8,E06000007,Warrington,Very close
E10000031,Warwickshire,9,E06000054,Wiltshire,Very close
E10000031,Warwickshire,10,E10000012,Essex,Very close
E10000032,West Sussex,1,E10000013,Gloucestershire,Very close
E10000032,West Sussex,2,E10000012,Essex,Very close
E10000032,West Sussex,3,E10000014,Hampshire,Very close
E10000032,West Sussex,4,E10000015,Hertfordshire,Very close
E10000032,West Sussex,5,E10000031,Warwickshire,Very close
E10000032,West Sussex,6,E06000054,Wiltshire,Very close
E10000032,West Sussex,7,E06000024,North Somerset,Very close
E10000032,West Sussex,8,E10000025,Oxfordshire,Very close
E10000032,West Sussex,9,E06000025,South Gloucestershire,Very close
E10000032,West Sussex,10,E10000008,Devon,Very close
E10000034,Worcestershire,1,E06000066,Somerset,Very close
E10000034,Worcestershire,2,E10000013,Gloucestershire,Very close
E10000034,Worcestershire,3,E06000059,Dorset,Very close
E10000034,Worcestershire,4,E10000031,Warwickshire,Very close
E10000034,Worcestershire,5,E06000051,Shropshire,Very close
E10000034,Worcestershire,6,E10000032,West Sussex,Very close
E10000034,Worcestershire,7,E10000008,Devon,Very close
E10000034,Worcestershire,8,E10000007,Derbyshire,Very close
E10000034,Worcestershire,9,E10000012,Essex,Very close
E10000034,Worcestershire,10,E06000065,North Yorkshire,Very close

